0	-0.877328	
0.0001	-0.877328	
0.0002	-0.877328	
0.0003	-0.877328	
0.0004	-0.877328	
0.0005	-0.877329	
0.0006	-0.877329	
0.0007	-0.877329	
0.0008	-0.877329	
0.0009	-0.877329	
0.001	-0.877329	
0.0011	-0.87733	
0.0012	-0.87733	
0.0013	-0.87733	
0.0014	-0.877331	
0.0015	-0.877331	
0.0016	-0.877331	
0.0017	-0.877332	
0.0018	-0.877332	
0.0019	-0.877333	
0.002	-0.877333	
0.0021	-0.877334	
0.0022	-0.877334	
0.0023	-0.877335	
0.0024	-0.877335	
0.0025	-0.877336	
0.0026	-0.877337	
0.0027	-0.877337	
0.0028	-0.877338	
0.0029	-0.877339	
0.003	-0.87734	
0.0031	-0.87734	
0.0032	-0.877341	
0.0033	-0.877342	
0.0034	-0.877343	
0.0035	-0.877344	
0.0036	-0.877344	
0.0037	-0.877345	
0.0038	-0.877346	
0.0039	-0.877347	
0.004	-0.877348	
0.0041	-0.877349	
0.0042	-0.87735	
0.0043	-0.877351	
0.0044	-0.877352	
0.0045	-0.877354	
0.0046	-0.877355	
0.0047	-0.877356	
0.0048	-0.877357	
0.0049	-0.877358	
0.005	-0.87736	
0.0051	-0.877361	
0.0052	-0.877362	
0.0053	-0.877363	
0.0054	-0.877365	
0.0055	-0.877366	
0.0056	-0.877368	
0.0057	-0.877369	
0.0058	-0.87737	
0.0059	-0.877372	
0.006	-0.877373	
0.0061	-0.877375	
0.0062	-0.877376	
0.0063	-0.877378	
0.0064	-0.87738	
0.0065	-0.877381	
0.0066	-0.877383	
0.0067	-0.877385	
0.0068	-0.877386	
0.0069	-0.877388	
0.007	-0.87739	
0.0071	-0.877391	
0.0072	-0.877393	
0.0073	-0.877395	
0.0074	-0.877397	
0.0075	-0.877399	
0.0076	-0.877401	
0.0077	-0.877403	
0.0078	-0.877405	
0.0079	-0.877406	
0.008	-0.877408	
0.0081	-0.87741	
0.0082	-0.877413	
0.0083	-0.877415	
0.0084	-0.877417	
0.0085	-0.877419	
0.0086	-0.877421	
0.0087	-0.877423	
0.0088	-0.877425	
0.0089	-0.877428	
0.009	-0.87743	
0.0091	-0.877432	
0.0092	-0.877434	
0.0093	-0.877437	
0.0094	-0.877439	
0.0095	-0.877441	
0.0096	-0.877444	
0.0097	-0.877446	
0.0098	-0.877449	
0.0099	-0.877451	
0.01	-0.877454	
0.0101	-0.877456	
0.0102	-0.877459	
0.0103	-0.877461	
0.0104	-0.877464	
0.0105	-0.877466	
0.0106	-0.877469	
0.0107	-0.877472	
0.0108	-0.877474	
0.0109	-0.877477	
0.011	-0.87748	
0.0111	-0.877483	
0.0112	-0.877485	
0.0113	-0.877488	
0.0114	-0.877491	
0.0115	-0.877494	
0.0116	-0.877497	
0.0117	-0.8775	
0.0118	-0.877503	
0.0119	-0.877506	
0.012	-0.877509	
0.0121	-0.877512	
0.0122	-0.877515	
0.0123	-0.877518	
0.0124	-0.877521	
0.0125	-0.877524	
0.0126	-0.877527	
0.0127	-0.87753	
0.0128	-0.877534	
0.0129	-0.877537	
0.013	-0.87754	
0.0131	-0.877543	
0.0132	-0.877547	
0.0133	-0.87755	
0.0134	-0.877553	
0.0135	-0.877557	
0.0136	-0.87756	
0.0137	-0.877563	
0.0138	-0.877567	
0.0139	-0.87757	
0.014	-0.877574	
0.0141	-0.877577	
0.0142	-0.877581	
0.0143	-0.877584	
0.0144	-0.877588	
0.0145	-0.877592	
0.0146	-0.877595	
0.0147	-0.877599	
0.0148	-0.877603	
0.0149	-0.877606	
0.015	-0.87761	
0.0151	-0.877614	
0.0152	-0.877618	
0.0153	-0.877621	
